	Feature	LogRatio
156	stapDX at 3'	-0.023654336106925588
157	stapDX at 3'	0.6282769437854383
158	stapDX at 3'	-0.2473152564519994
159	stapDX at 3'	-0.22293933877304084
160	stapDX at 3'	0.1550002332492313
161	stapDX at 3'	-0.8589567143453445
162	stapDX at 3'	0.4072154409949193
163	stapDX at 3'	0.2499539382311915
164	stapDX at 3'	0.14211241111839248
165	stapDX at 3'	0.8175191344449827
166	stapDX at 3'	-0.2747076649747798
167	stapDX at 3'	-0.16089031513404253
168	stapDX at 3'	-0.8182842223717389
169	stapSX at 5'	0.4985159427050197
170	stapSX at 5'	0.15648424531189195
171	stapSX at 5'	-0.22458838800768827
172	stapSX at 5'	1.0287348241359158
173	stapSX at 5'	0.15646365924469635
174	stapSX at 5'	-0.34943146219060717
175	stapSX at 5'	0.8040451940219651
176	stapSX at 5'	-0.29229002245327357
177	stapSX at 5'	0.7467308146814163
178	stapSX at 5'	0.7238080037896517
179	stapSX at 5'	-0.21183622544246672
180	stapSX at 5'	0.1700339717609068
181	stapSX at 5'	-0.451257510936854
182	stapSX at 5'	0.5645674270485702
183	stapSX at 5'	-0.5303962339339082
184	stapSX at 5'	-0.11754161938281579
185	stapSX at 5'	0.2058964415975654
186	stapSX at 5'	0.38712023170057347
187	stapSX at 5'	0.4086386165159616
188	stapSX at 5'	0.5407144023426879
189	stapSX at 5'	-0.15153131858302052
190	stapSX at 5'	-0.2699148260382944
191	stapSX at 5'	0.9786627190600502
192	stapSX at 5'	0.12202699114522432
193	stapSX at 5'	0.5270092407553423
194	stapSX at 5'	-0.1954246978431412
195	stapSX at 5'	0.878555423921352
196	stapSX at 5'	0.18425216826703567
197	stapSX at 3'	0.37093373952832437
198	stapSX at 3'	0.5776351118859137
199	stapSX at 3'	1.80444197540628
200	stapSX at 3'	0.9602553983637051
201	stapSX at 3'	0.9214072276504202
202	stapSX at 3'	0.02873639509709784
203	stapSX at 3'	0.040396024736149096
204	stapSX at 3'	1.17480745103193
205	stapSX at 3'	1.4872586996456778
206	stapSX at 3'	1.1381813099142606
207	stapSX at 3'	-0.23317971731597634
208	stapSX at 3'	1.3436555437491147
209	stapSX at 3'	0.3574548856276903
210	stapSX at 3'	1.1266562037430832
211	stapSX at 3'	-0.28241558768397884
212	stapSX at 3'	1.1207913141277406
213	stapSX at 3'	1.3228031587965674
214	stapSX at 3'	1.4539231713055183
215	stapSX at 3'	0.28338250488463307
216	stapSX at 3'	0.6084275471955936
217	stapSX at 3'	0.037362653744540154
218	stapSX at 3'	-0.1627817671207442
219	stapSX at 3'	0.9631578681470119
220	stapSX at 3'	1.500731718654421
221	stapSX at 3'	1.3365177719582753
222	stapSX at 3'	1.391599337214025
223	stapSX at 3'	-0.3411630669215982
224	stapSX at 3'	0.8724867289518093
225	stapSX at 3'	0.25965711720883966
226	stapEND at 5'	0.49027787166922393
227	stapEND at 5'	0.5878197373738699
228	stapEND at 5'	0.46142048651392964
229	stapEND at 5'	-0.3824900994574328
230	stapEND at 5'	0.8697693115297004
231	stapEND at 5'	0.9055389003709581
232	stapEND at 5'	0.40365445320234283
233	stapEND at 5'	-0.43459508293328675
234	stapEND at 5'	0.4214972555539428
235	stapEND at 5'	0.08682768598047508
236	stapEND at 5'	0.943494912246871
237	stapEND at 5'	-0.13504609930597208
238	stapEND at 5'	0.4489849748018914
239	stapEND at 5'	0.29079732818995613
240	stapEND at 5'	0.39160226789799685
241	stapEND at 5'	0.22239491737839906
242	stapEND at 5'	0.0536867348683278
243	stapEND at 5'	0.23072275702133271
244	stapEND at 5'	-0.2539460709372921
245	stapEND at 5'	-0.07538933873653231
246	stapEND at 5'	0.2618389123839761
247	stapEND at 5'	0.4804662865213222
248	stapEND at 5'	0.946739931524445
249	stapEND at 5'	-0.532215030343041
250	stapEND at 5'	0.8699716266473261
251	stapEND at 5'	0.5835417627211853
252	stapEND at 5'	0.5783974014580517
253	stapEND at 5'	0.578404255998783
254	stapEND at 5'	0.44494470094126376
255	stapEND at 5'	0.14990565689630764
256	stapEND at 5'	0.5366141668623782
257	stapEND at 5'	0.16537419073755097
258	stapEND at 5'	0.02160902513899901
259	stapEND at 5'	0.05820117408559748
260	stapEND at 5'	0.6713149102232779
261	stapEND at 5'	0.3758404694947742
262	stapEND at 5'	0.22594684452293454
263	stapEND at 5'	0.19947055749906278
264	stapEND at 5'	0.9577503679783448
265	stapEND at 5'	0.18125327640331731
266	stapEND at 5'	0.20020031017703704
267	stapEND at 5'	0.15857231835826324
268	stapEND at 3'	-0.14578852483709406
269	stapEND at 3'	1.2395805776724804
270	stapEND at 3'	0.5242087538164106
271	stapEND at 3'	0.43825064771513733
272	stapEND at 3'	-0.01190518408884516
273	stapEND at 3'	-0.08349266784815516
274	stapEND at 3'	0.3017152779742746
275	stapEND at 3'	0.07341979881168068
276	stapEND at 3'	0.3138624345307016
277	stapEND at 3'	0.47717109010055747
278	stapEND at 3'	-0.2134256135298901
279	stapEND at 3'	0.8493897827141083
280	stapEND at 3'	0.36211386481909924
281	stapEND at 3'	-0.13367091107596518
282	stapEND at 3'	-0.03061761216963975
283	stapEND at 3'	-0.024784019549595443
284	stapEND at 3'	0.6651663731069237
285	stapEND at 3'	0.8155761857733063
286	stapEND at 3'	0.3299369473129651
287	stapEND at 3'	0.5097301147855234
288	stapEND at 3'	0.8132173766573011
289	stapEND at 3'	0.4311032749182222
290	stapEND at 3'	0.4527319891000146
291	stapEND at 3'	0.4402559931664811
292	stapEND at 3'	-0.41198842720125534
293	stapEND at 3'	0.07774913939114773
294	stapEND at 3'	0.056617429045387746
295	stapEND at 3'	1.222203671369173
296	stapEND at 3'	0.40352433186918235
297	stapEND at 3'	1.1621708879601167
298	stapEND at 3'	-0.3237811245948771
299	stapEND at 3'	-0.05365412983737265
300	stapEND at 3'	0.6961516398556956
301	stapEND at 3'	1.4159642464591775
302	stapEND at 3'	0.2324984270295482
303	stapEND at 3'	-0.026557136265070617
304	stapEND at 3'	1.2773934764880603
305	stapEND at 3'	0.904931322276061
306	stapEND at 3'	0.39538118645365194
307	stapEND at 3'	-0.12082236512601709
308	stapEND at 3'	0.8336123095331568
309	stapEND at 3'	0.43873717043834076
310	stapSXEND at 5'	0.4226702741345584
311	stapSXEND at 5'	0.5132344545107561
312	stapSXEND at 5'	0.6565146358456887
313	stapSXEND at 5'	0.7145632877928281
314	stapSXEND at 5'	-0.3547154101914699
315	stapSXEND at 5'	0.11875585462768558
316	stapSXEND at 5'	0.3603542981442129
317	stapSXEND at 5'	0.676835233602932
318	stapSXEND at 5'	0.08744029464007326
319	stapSXEND at 5'	0.5793742449115077
320	stapSXEND at 5'	0.006874072880250872
321	stapSXEND at 5'	-0.5751397181106412
322	stapSXEND at 5'	0.08411181951884297
323	stapSXEND at 5'	0.7755994579999855
324	stapSXEND at 5'	0.5927571304267114
325	stapSXEND at 5'	0.9182446340494953
326	stapSXEND at 5'	0.9400334009920981
327	stapSXEND at 5'	0.4977713560914254
328	stapSXEND at 5'	0.784769506599554
329	stapSXEND at 5'	-0.03651668019915171
330	stapSXEND at 5'	0.7728502307649714
331	stapSXEND at 5'	0.06500657305827853
332	stapSXEND at 5'	0.5137565840072268
333	stapSXEND at 5'	0.836384964851919
334	stapSXEND at 5'	0.042836943541747684
335	stapSXEND at 5'	-0.09491294268154499
336	stapSXEND at 5'	0.011292962701008224
337	stapSXEND at 5'	-0.6808131805973475
338	stapSXEND at 5'	0.9200727203481718
339	stapSXEND at 5'	-0.12843958868431818
340	stapSXEND at 5'	0.9092958599499078
341	stapSXEND at 5'	0.12209115372641591
342	stapSXEND at 5'	-0.2936705764003336
343	stapSXEND at 5'	-0.4393936947501493
344	stapSXEND at 3'	0.8317507268552836
345	stapSXEND at 3'	0.35694080830003977
346	stapSXEND at 3'	0.7867133892403663
347	stapSXEND at 3'	-0.29520301035579516
348	stapSXEND at 3'	-0.1308078751738581
349	stapSXEND at 3'	0.9761708269540382
350	stapSXEND at 3'	1.0059417850577317
351	stapSXEND at 3'	0.3480003482693614
352	stapSXEND at 3'	1.0715700960665981
353	stapSXEND at 3'	1.1838273802987818
354	stapSXEND at 3'	0.3339488035216959
355	stapSXEND at 3'	0.9905172919293436
356	stapSXEND at 3'	0.7271404056585392
357	stapSXEND at 3'	0.38345880207688204
358	stapSXEND at 3'	-0.1894666847376433
359	stapSXEND at 3'	-0.44661285663791567
360	stapSXEND at 3'	0.5454357213375898
361	stapSXEND at 3'	0.4881687671032068
362	stapSXEND at 3'	1.113158032255325
363	stapSXEND at 3'	-0.2787273365406731
364	stapSXEND at 3'	0.04858118071747714
365	stapSXEND at 3'	0.6877555894206073
366	stapSXEND at 3'	-0.12371294922280567
367	stapSXEND at 3'	0.9568979179935426
368	stapSXEND at 3'	0.9629386736839061
369	stapSXEND at 3'	-0.520044037083313
370	stapSXEND at 3'	-0.3159966977476729
371	stapSXEND at 3'	0.17925331629786276
372	stapSXEND at 3'	1.2937844716528126
373	stapSXEND at 3'	0.3316737487212784
374	stapSXEND at 3'	-0.35809053253888623
375	vertex at 5'	1.2478928304263277
376	vertex at 5'	0.0995808063285055
377	vertex at 5'	0.3118814380076179
378	vertex at 5'	0.5129542934814263
379	vertex at 5'	-0.26699569840854365
380	vertex at 5'	0.9465205653554969
381	vertex at 5'	0.19151533019147043
382	vertex at 5'	0.3903431106907395
383	vertex at 5'	0.028031640246694942
384	vertex at 5'	0.4327351646341601
385	vertex at 5'	0.07748145208721531
386	vertex at 5'	0.21770436293379453
387	vertex at 5'	0.4767000931972079
388	vertex at 5'	0.47472082972673096
389	vertex at 5'	-0.18924779135907985
390	vertex at 5'	0.028575393534241985
391	vertex at 5'	1.4482589559826855
392	vertex at 5'	0.23423082068331938
393	vertex at 5'	0.03810513553829268
394	vertex at 5'	0.05242769334354322
395	vertex at 5'	-0.00731120356685509
396	vertex at 5'	1.0801061160862309
397	vertex at 5'	0.5645456064120535
398	vertex at 5'	1.0927063283972713
399	vertex at 5'	0.6048160922725972
400	vertex at 5'	0.08368293656678154
401	vertex at 5'	0.11277274315029256
402	vertex at 5'	-0.014249419043736247
403	vertex at 5'	-0.3285745842761819
404	vertex at 5'	0.7381411232347271
405	vertex at 5'	0.08072734497725223
406	vertex at 5'	-0.3227616730358023
407	vertex at 5'	0.593399032721177
408	vertex at 5'	0.7873448778861536
409	vertex at 5'	0.514280709933999
410	vertex at 5'	0.26628373443427994
411	vertex at 5'	1.1623356627170438
412	vertex at 5'	-0.03777055396277651
413	vertex at 5'	0.7735324623178125
414	vertex at 5'	0.14706131934365502
415	vertex at 5'	0.6907477306399294
416	vertex at 5'	0.539125270183399
417	vertex at 5'	0.9414491920849004
418	vertex at 5'	0.45015248360636584
419	vertex at 5'	1.1765589242067425
420	vertex at 5'	1.1776700196284355
421	vertex at 5'	0.8647428877629252
422	vertex at 3'	-0.10213268839592439
423	vertex at 3'	-0.309092243597768
424	vertex at 3'	0.08050652865528155
425	vertex at 3'	0.8275896718664986
426	vertex at 3'	0.2992897894772571
427	vertex at 3'	0.6424409593350031
428	vertex at 3'	-0.045689197194078664
429	vertex at 3'	-0.020387800096858196
430	vertex at 3'	0.5817210355881244
431	vertex at 3'	0.4654608322889629
432	vertex at 3'	0.26202025673713
433	vertex at 3'	0.15161127546836436
434	vertex at 3'	-0.21970662583358985
435	vertex at 3'	0.4943841514775715
436	vertex at 3'	0.06805500861609719
437	vertex at 3'	0.3197115836475316
438	vertex at 3'	0.7382781660167266
439	vertex at 3'	-0.07347979205806816
440	vertex at 3'	-0.20148881757562412
441	vertex at 3'	-0.007732584349936923
442	vertex at 3'	0.24320256453921715
443	vertex at 3'	0.9475518396382788
444	vertex at 3'	0.28060492254077213
445	vertex at 3'	0.22228996437561097
446	vertex at 3'	0.9957022397945103
447	vertex at 3'	0.554672876033779
448	vertex at 3'	0.4590160019411569
449	vertex at 3'	1.089587712163791
450	vertex at 3'	1.0466438863718988
451	vertex at 3'	0.3194242124041134
452	vertex at 3'	0.5331458536320486
453	vertex at 3'	0.4215507446368245
454	vertex at 3'	0.25859126390347603
455	vertex at 3'	0.9407647769840691
456	vertex at 3'	0.06236754546367198
457	vertex at 3'	0.6380779058924945
458	vertex at 3'	0.24580105289634652
459	vertex at 3'	0.22573070493676684
460	vertex at 3'	0.9513758815547849
461	vertex at 3'	1.0513464297414057
462	vertex at 3'	-0.2460362686044399
463	vertex at 3'	0.06264968304021877
464	vertex at 3'	0.8887625410690884
465	vertex at 3'	1.0965405992397248
466	vertex at 3'	0.2326335973060658
467	vertex at 3'	0.840616562814815
468	vertex at 3'	0.6739976496244995
469	vertex at 3'	0.3076489411513786
470	vertex at 3'	-0.33713214835362043
471	vertex at 3'	0.375810387456896
472	vertex at 3'	-0.019141704708111305
473	vertex at 3'	0.46068285301507506
474	vertex at 3'	0.046672180606268314
475	vertex at 3'	0.14098951568562001
476	vertex at 3'	0.32460530212154426
